,id,longitude,latitude,time,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,AOT,WVP,SCL,TCI_R,TCI_G,TCI_B,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60
1,20211108T012849_20211108T013450_T54TVK,140.0901575175217,40.288497261712216,2021-11-08,54,378,509,603,909,1119,1319,1478,1386,1905,1545,1058,90,765,7,62,52,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09042701210694,40.288497261712216,2021-11-08,54,374,572,706,988,1276,1352,1576,1587,1905,1682,1104,90,884,5,72,59,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08979819140805,40.288497261712216,2021-11-08,81,395,543,612,916,1308,1403,1624,1580,1740,1677,1182,91,765,7,63,56,41,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0669809831914,40.288497261712216,2021-11-08,36,235,441,383,838,1385,1625,1850,1727,1934,1490,927,96,770,4,40,45,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06662165707777,40.28858709324062,2021-11-08,36,231,380,442,798,1427,1400,1594,1815,1934,1502,962,96,770,4,45,39,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08889987612392,40.28885658782586,2021-11-08,86,441,606,686,1092,1546,1857,2248,1991,1910,1966,1256,92,875,5,69,62,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0863845933284,40.28930574546792,2021-11-08,108,466,606,762,1138,1537,1726,1722,2003,2375,1758,1096,95,765,7,78,62,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08611509874316,40.28930574546792,2021-11-08,129,467,590,710,991,1247,1516,1522,1575,1890,1821,1291,95,765,7,74,60,49,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08584560415792,40.28930574546792,2021-11-08,129,421,573,636,858,1174,1287,1450,1471,1890,1568,1098,96,765,2,65,58,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0856659411011,40.289395576996334,2021-11-08,129,400,565,649,858,1174,1287,1442,1471,1890,1568,1098,96,765,2,65,57,41,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08539644651586,40.28957524005315,2021-11-08,44,341,423,452,511,774,822,1156,938,1468,996,671,96,765,2,45,42,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08512695193062,40.28975490310998,2021-11-08,44,432,553,625,731,1026,1115,1648,1268,1468,1296,836,96,765,2,64,57,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0849472888738,40.28984473463839,2021-11-08,44,456,590,726,1084,1496,1771,2054,1944,1468,1674,1070,96,765,7,74,60,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06859795070284,40.291282039092984,2021-11-08,184,292,558,460,980,1818,2108,2264,2264,2130,1702,1026,96,818,4,47,57,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06563351026523,40.29146170214981,2021-11-08,155,279,367,547,767,1030,1160,1256,1387,1808,1549,1066,96,784,5,57,39,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06581317332206,40.29164136520663,2021-11-08,155,312,487,500,959,1527,1763,1898,1933,1808,1620,1040,96,784,4,51,50,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08665408791362,40.292270185905515,2021-11-08,25,257,349,441,588,852,872,1170,948,1446,850,582,95,765,3,45,37,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08665408791362,40.292719343547574,2021-11-08,11,343,580,631,926,1346,1512,2008,1887,1539,1427,903,95,765,4,66,59,32,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06042328161735,40.29379732188852,2021-11-08,58,342,558,491,915,1597,1785,2156,1968,1693,1504,902,96,765,4,50,57,35,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07569464144737,40.295593952456755,2021-11-08,216,536,659,565,968,1554,1712,2016,1851,1985,1430,930,96,765,10,58,67,55,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07569464144737,40.295863447041995,2021-11-08,148,537,595,634,886,1299,1441,1814,1653,1886,1403,897,96,765,7,65,61,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07479632616324,40.296043110098815,2021-11-08,337,451,634,631,925,1359,1495,1664,1583,2066,1402,934,96,765,10,66,65,45,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0759641360326,40.29622277315564,2021-11-08,148,413,590,528,890,1334,1461,1768,1615,1886,1421,902,96,716,7,54,60,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07470649463482,40.296312604684054,2021-11-08,337,464,631,584,1010,1545,1698,1866,1808,2066,1414,914,96,765,10,60,65,49,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07470649463482,40.296492267740874,2021-11-08,347,424,658,589,1033,1634,1778,2010,1917,2143,1424,897,96,765,10,60,67,45,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07614379908944,40.2966719307977,2021-11-08,202,356,492,429,802,1348,1435,1702,1631,1840,1322,855,96,619,4,44,50,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07461666310644,40.2966719307977,2021-11-08,347,427,665,594,1031,1671,1845,2006,1934,2143,1414,894,96,765,10,61,68,46,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07533531533372,40.29685159385453,2021-11-08,268,460,598,491,932,1528,1648,1736,1824,2046,1439,938,96,765,10,50,61,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0742573369928,40.29685159385453,2021-11-08,347,420,673,601,1043,1562,1632,1754,1821,2143,1458,939,96,765,10,62,69,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07937773411226,40.297031256911346,2021-11-08,212,337,473,423,810,1346,1429,1706,1663,1863,1158,738,96,765,4,45,50,34,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07722177743037,40.29712108843976,2021-11-08,165,357,488,474,808,1209,1395,1428,1544,1781,1397,914,96,765,7,48,50,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07632346214626,40.29712108843976,2021-11-08,288,377,545,495,880,1520,1733,1994,1855,2028,1446,936,96,714,4,50,55,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.29766007761023,2021-11-08,200,310,498,455,884,1570,1749,1832,1911,1902,1355,841,96,653,4,48,52,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07722177743037,40.297749909138645,2021-11-08,239,357,463,570,882,1305,1359,1474,1646,1848,1537,1030,96,765,7,58,47,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07560480991896,40.29792957219547,2021-11-08,410,427,649,634,1008,1723,1839,2084,2039,2234,1443,900,96,765,10,65,66,44,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.29801940372388,2021-11-08,207,298,460,473,853,1408,1466,1452,1683,1977,1375,880,96,749,10,50,47,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07758110354402,40.29810923525229,2021-11-08,240,384,532,614,864,1283,1387,1554,1612,1924,1428,995,96,765,7,63,55,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07955739716908,40.298199066780704,2021-11-08,230,425,595,565,966,1407,1497,1794,1643,1861,1376,961,96,765,7,58,62,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07560480991896,40.298199066780704,2021-11-08,397,471,653,663,1025,1572,1692,1858,1878,2189,1484,998,96,765,10,68,67,49,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07856925035657,40.29828889830912,2021-11-08,271,336,547,515,845,1490,1689,1924,1757,2008,1367,871,96,686,4,54,57,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07758110354402,40.29846856136594,2021-11-08,240,290,477,464,874,1477,1654,1854,1803,1924,1376,878,96,659,4,49,50,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07955739716908,40.29855839289435,2021-11-08,277,341,525,611,876,1185,1319,1492,1456,1918,1429,1007,96,765,2,63,54,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07838958729974,40.29855839289435,2021-11-08,265,343,513,486,899,1576,1729,1942,1855,1796,1355,860,96,624,4,51,53,34,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0774014404872,40.298738055951176,2021-11-08,244,379,555,479,902,1407,1578,1690,1789,1812,1398,912,96,636,4,48,56,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07955739716908,40.298738055951176,2021-11-08,277,420,612,661,939,1377,1429,1490,1682,1918,1525,1067,96,765,10,68,63,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07829975577133,40.298917719008,2021-11-08,265,285,523,437,832,1396,1540,1698,1715,1796,1413,925,96,700,4,45,54,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07722177743037,40.298917719008,2021-11-08,244,381,595,484,866,1353,1538,1794,1651,1812,1398,906,96,656,4,51,61,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08045571245322,40.29900755053641,2021-11-08,258,478,628,612,905,1395,1511,1764,1736,1822,1371,948,96,765,10,63,64,51,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0768624513167,40.299187213593235,2021-11-08,273,484,561,612,943,1452,1667,1630,1825,2113,1548,1039,96,765,7,63,57,49,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0803658809248,40.29936687665006,2021-11-08,219,420,532,491,852,1461,1634,2258,1953,1821,1212,762,96,765,10,50,55,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0782099242429,40.29999569734894,2021-11-08,280,401,603,703,1062,1411,1556,1906,1743,2029,1659,1108,96,754,7,73,62,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07713194590195,40.29999569734894,2021-11-08,227,425,558,496,910,1453,1546,1916,1720,1994,1522,1039,96,765,7,51,57,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07758110354402,40.29999569734894,2021-11-08,227,399,503,618,932,1229,1442,1512,1632,1994,1579,996,96,765,7,63,52,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07838958729974,40.30017536040577,2021-11-08,276,386,592,694,980,1310,1529,1676,1694,2005,1519,1018,96,754,7,72,61,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0742573369928,40.30035502346259,2021-11-08,424,525,735,692,1123,1581,1822,2038,1961,1959,1593,1042,96,765,10,71,75,53,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0780302611861,40.300444854991,2021-11-08,276,405,633,609,937,1483,1616,1762,1790,2005,1473,947,96,765,4,62,65,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0766827882599,40.30080418110465,2021-11-08,257,341,654,526,1043,1973,2138,2260,2349,2360,1565,932,96,765,4,54,67,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07785059812926,40.30080418110465,2021-11-08,346,484,618,745,1013,1315,1428,1864,1661,1876,1673,1162,96,765,7,76,63,51,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07713194590195,40.3011635072183,2021-11-08,296,440,679,672,1074,1460,1486,1880,1780,2027,1693,1170,96,765,7,69,69,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07335902170865,40.301343170275125,2021-11-08,484,604,656,768,1156,1543,1763,1820,1904,2355,1704,1176,96,765,10,79,67,62,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.30143300180353,2021-11-08,484,617,756,784,1039,1561,1825,2182,2037,2355,1572,1026,96,765,10,79,77,65,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07641329367468,40.30313980084336,2021-11-08,414,559,646,777,1125,1609,1746,1610,1939,2408,1803,1278,96,765,10,79,66,59,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04488242720208,40.31338059508232,2021-11-08,208,292,477,496,853,1384,1541,1596,1694,2422,1764,1220,96,796,4,52,49,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03778573645752,40.3207467804121,2021-11-08,262,306,523,454,914,1892,2241,2402,2425,2411,1718,1037,96,812,4,49,54,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07713194590195,40.32317223167923,2021-11-08,766,696,879,810,1154,1584,1729,1964,1862,2566,1482,1010,96,765,10,84,90,70,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09150499044787,40.33395201508866,2021-11-08,66,284,361,465,684,933,1079,1142,1272,1690,1280,886,88,765,2,49,37,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0915948219763,40.33413167814548,2021-11-08,66,290,360,493,712,987,1267,1294,1398,1690,1354,912,88,765,7,51,37,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0885405500103,40.2778971413596,2021-11-08,94,312,492,491,806,1362,1493,1770,1633,1749,1302,848,96,721,7,50,50,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04119933453717,40.3214654326394,2021-11-08,237,356,564,573,1024,1565,1624,2032,1966,2424,1929,1292,96,671,4,59,59,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07785059812926,40.32425021002017,2021-11-08,659,1044,1062,1030,1366,1835,1889,2044,2013,2532,1631,1088,96,765,10,105,109,108,4,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07416750546437,40.319938296656396,2021-11-08,640,637,775,990,1301,1697,1853,2008,2192,2863,2394,1775,95,765,7,101,79,65,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04092983995196,40.312033122156144,2021-11-08,214,314,671,422,1160,2301,2548,2654,2741,2683,1920,1131,96,912,4,43,69,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08045571245322,40.323531557792876,2021-11-08,517,928,986,1022,1230,1444,1523,1848,1643,2095,1510,1057,95,765,10,104,101,96,6,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08889987612392,40.33035875395218,2021-11-08,171,305,398,509,774,1172,1193,1268,1517,1637,1419,938,91,765,2,52,41,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0743471685212,40.31966880207116,2021-11-08,640,642,799,906,1242,1757,1949,2268,2211,2863,2148,1626,95,765,2,91,81,68,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07695228284513,40.32290273709399,2021-11-08,766,650,806,781,1059,1399,1455,1544,1581,2566,1447,1044,96,765,10,79,81,67,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0862947618,40.330897743122655,2021-11-08,106,368,626,451,1057,1925,2431,2922,2600,2258,1545,890,94,864,4,47,65,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09051684363536,40.33143673229313,2021-11-08,190,379,529,688,1164,1542,1649,1532,1863,1700,2089,1455,88,765,5,70,54,41,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08863038153868,40.278166635944835,2021-11-08,147,237,456,430,802,1264,1448,1648,1555,1854,1323,866,96,713,7,43,46,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0888100445955,40.278436130530075,2021-11-08,147,285,477,447,853,1392,1471,1588,1741,1854,1349,856,96,708,4,47,50,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07704211437354,40.26882415698999,2021-11-08,43,214,410,420,778,1396,1606,1992,1869,1846,1354,804,96,863,4,43,42,21,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07542514686213,40.26702752642176,2021-11-08,415,836,1068,1332,1590,1720,1880,2056,2015,2060,2648,1994,96,749,5,136,109,84,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.038324725628,40.311314469928845,2021-11-08,156,346,740,527,1368,2556,2834,3142,2991,2199,2019,1193,96,839,4,55,76,36,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04685872082715,40.31194329062773,2021-11-08,264,325,579,451,1059,1826,2003,2458,2210,2278,1963,1249,96,742,4,45,58,35,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0390433778553,40.311134806872026,2021-11-08,267,305,555,510,1043,1528,1778,1904,1912,2151,2151,1473,96,684,4,52,57,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0392230409121,40.32335189473605,2021-11-08,370,361,621,558,1149,1939,2109,2366,2372,2484,1799,1046,96,698,4,56,64,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.039851861611,40.31409924730962,2021-11-08,196,309,480,462,937,1610,1848,2186,2052,2172,1816,1157,96,717,4,48,50,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0405705138383,40.31481789953691,2021-11-08,201,289,509,455,1062,1926,2175,2222,2541,2299,1853,1202,96,893,4,47,52,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03958236702576,40.314189078838034,2021-11-08,196,304,476,455,1026,1609,1844,1924,2088,2172,2092,1390,96,717,4,48,49,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04712821541236,40.31212295368456,2021-11-08,264,328,574,484,951,1663,1838,1980,2115,2278,1818,1145,96,727,4,50,59,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04030101925306,40.314189078838034,2021-11-08,243,295,519,491,902,1541,1770,1836,1985,2323,1794,1161,96,719,4,50,53,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0389535463269,40.32335189473605,2021-11-08,370,344,647,586,1360,2021,2230,2342,2399,2484,2076,1333,96,698,4,60,66,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03859422021324,40.31122463840044,2021-11-08,156,285,530,504,923,1630,1847,2168,2091,2199,1932,1259,96,720,4,51,54,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08898970765233,40.27870562511531,2021-11-08,197,347,538,547,862,1364,1574,1608,1673,1740,1453,972,96,765,7,56,54,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09366094712976,40.25301380798949,2021-11-08,125,297,644,550,973,1809,1707,2454,2026,1820,1684,1189,96,869,4,56,66,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09752370285148,40.257685047466914,2021-11-08,116,257,422,596,882,1317,1564,1394,1955,2245,1979,1392,96,787,4,60,43,26,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08773206625457,40.27376489105265,2021-11-08,124,285,456,564,932,1349,1416,1500,1703,1908,1536,986,96,772,5,59,48,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09599656686848,40.25301380798949,2021-11-08,24,232,390,439,707,1154,1075,1520,1290,1128,1621,1150,96,552,5,44,39,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08925920223757,40.33008925936695,2021-11-08,171,327,460,411,756,1317,1313,1718,1518,1637,1203,832,91,765,2,42,47,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0900676859933,40.2801429295699,2021-11-08,142,305,466,511,865,1521,1680,1820,2052,1854,1333,791,96,842,4,52,48,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09680505062417,40.25301380798949,2021-11-08,30,281,581,421,1035,2074,2226,2568,2419,2362,1640,982,96,913,4,44,61,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08512695193062,40.28140057096767,2021-11-08,188,493,578,594,896,1366,1588,1468,1716,1925,1384,910,96,734,7,61,59,51,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08467779428855,40.2786157935869,2021-11-08,447,472,594,716,931,1175,1348,1332,1582,1956,1477,1091,96,765,7,73,61,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08970835987964,40.28418534834844,2021-11-08,78,298,404,606,857,1127,1312,1134,1413,1594,1394,937,95,765,2,63,42,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0961762299253,40.25301380798949,2021-11-08,23,254,425,473,971,1559,1825,1958,1979,2016,1688,1116,96,790,4,48,43,26,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.2673868525354,2021-11-08,332,260,476,557,873,1292,1492,1576,1649,1897,1551,1041,96,663,7,55,49,27,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09626606145372,40.259571509563564,2021-11-08,104,279,602,510,1143,2145,2333,2910,2631,2496,2002,1255,96,904,4,51,61,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09455926241387,40.26046982484768,2021-11-08,16,225,598,406,1263,2569,2780,2920,3124,3147,1789,991,96,934,4,42,61,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09590673534007,40.259571509563564,2021-11-08,54,367,698,637,1258,2185,2254,3140,2530,2247,1997,1232,96,943,4,64,71,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08961852835122,40.281759897081315,2021-11-08,125,363,517,537,936,1373,1476,1622,1718,1712,1553,1006,96,765,7,54,53,36,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08934903376598,40.28113107638243,2021-11-08,136,350,437,549,753,1007,1156,1216,1236,1684,1412,1021,96,765,2,56,45,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09689488215258,40.24915105226778,2021-11-08,91,253,461,469,893,1340,1475,1642,1621,1976,1591,1071,96,765,5,47,48,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08907953918074,40.27897511970055,2021-11-08,197,373,524,617,905,1338,1453,1494,1605,1740,1695,1176,96,633,5,63,54,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08773206625457,40.278885288172134,2021-11-08,152,263,440,407,744,1269,1406,1576,1500,1699,1252,832,96,636,4,41,45,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.087821897783,40.329190944082825,2021-11-08,369,453,607,676,1076,1356,1523,1682,1669,1916,1858,1347,94,696,5,69,62,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08764223472616,40.33143673229313,2021-11-08,165,355,484,573,805,1086,1278,1512,1426,2071,1528,1081,92,765,7,59,50,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.299905865820534,2021-11-08,511,721,912,1056,1245,1715,1873,2122,2049,2579,1977,1390,96,765,10,108,93,75,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29972620276371,2021-11-08,552,544,683,674,1102,1688,1817,1910,2030,2581,1647,1123,96,765,10,69,70,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07264036948138,40.29810923525229,2021-11-08,366,489,709,585,1059,1745,1862,2142,2052,2304,1511,996,96,765,10,60,73,50,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06904710834488,40.29882788747959,2021-11-08,400,373,656,599,1007,1540,1646,1924,1848,2198,1629,1137,96,765,10,61,67,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07497598922006,40.26882415698999,2021-11-08,21,175,326,255,472,1282,1511,1918,1655,1540,727,403,96,978,4,28,34,20,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07767093507243,40.29092271297934,2021-11-08,177,286,412,462,782,1304,1422,1364,1731,1712,1299,826,96,765,4,47,42,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07237087489614,40.30053468651941,2021-11-08,576,509,699,725,1166,1625,1790,1982,1983,2554,1668,1129,96,765,10,74,72,53,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07282003253817,40.299636371235295,2021-11-08,511,534,727,686,1087,1567,1795,1964,1804,2579,1645,1123,96,765,10,70,74,54,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07308952712341,40.30035502346259,2021-11-08,575,532,728,726,1095,1595,1818,1982,1950,2573,1665,1141,96,765,10,74,74,56,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06868778223125,40.291551533678216,2021-11-08,110,279,496,539,924,1499,1699,1994,1881,2153,1682,1054,96,723,4,54,50,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06949626598694,40.29244984896234,2021-11-08,148,259,470,453,883,1736,2046,2138,2091,2176,1620,995,96,769,4,47,48,26,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05072147654886,40.270351292973,2021-11-08,376,863,875,938,1192,1627,1788,2266,2051,2296,2024,1436,96,765,10,95,89,87,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04847568833856,40.26900382004682,2021-11-08,421,686,855,1009,1344,2045,2206,2620,2614,2439,1964,1283,96,765,10,103,86,72,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06931660293012,40.29200069132028,2021-11-08,89,269,538,423,1062,1859,2153,2366,2371,1960,1740,999,96,819,4,43,55,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06751997236188,40.29307866966122,2021-11-08,139,728,951,1218,1518,1871,1975,2192,2278,2051,2552,1807,96,963,5,125,97,73,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.09590673534007,40.25112734589284,2021-11-08,109,367,614,585,1145,1915,2004,2348,2237,1909,1778,1147,96,844,4,60,64,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0976135343799,40.25400195480202,2021-11-08,50,257,536,497,1129,2039,2181,2482,2533,3093,1935,1232,96,786,4,52,55,23,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04820619375332,40.31266194285503,2021-11-08,175,287,656,417,1116,2215,2411,2718,2582,2267,1738,987,96,873,4,43,67,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09500842005593,40.25301380798949,2021-11-08,114,273,567,424,1225,2052,2157,2698,2339,2243,1877,1257,96,1062,4,44,59,27,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0496434982079,40.27053095602982,2021-11-08,247,599,705,567,638,848,887,1502,1049,1979,1152,805,96,765,10,58,71,62,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.04892484598062,40.31293143744026,2021-11-08,239,298,550,503,912,1610,1730,1766,2007,2213,1755,1056,96,694,4,51,55,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.04856551986697,40.31284160591185,2021-11-08,175,256,611,438,1014,1825,2011,2214,2190,2267,1710,998,96,758,4,45,63,27,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07344885323707,40.298738055951176,2021-11-08,376,694,862,774,1128,1872,2086,2520,2282,2225,1435,897,96,765,10,79,88,70,2,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07776076660085,40.290383723808866,2021-11-08,155,293,396,486,688,874,1014,1130,1190,1614,989,652,96,765,2,50,40,30,0,0,0,0,2048
