,id,longitude,latitude,time,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,AOT,WVP,SCL,TCI_R,TCI_G,TCI_B,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60
1,20211108T012849_20211108T013450_T54TVK,140.06338772205493,40.28149040249608,2021-11-08,70,324,574,598,960,1369,1636,2366,1802,2096,1778,1229,96,761,5,61,59,35,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0632080589981,40.28184972860973,2021-11-08,105,284,473,609,808,1220,1395,1632,1509,1870,1676,1203,96,737,5,62,49,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0639267112254,40.28211922319496,2021-11-08,129,266,434,492,821,1321,1415,1596,1652,1977,1598,1062,96,835,5,50,45,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0632080589981,40.28211922319496,2021-11-08,105,274,385,459,845,1123,1357,1800,1591,1870,1599,1116,96,737,5,46,40,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.063836879697,40.28229888625179,2021-11-08,125,357,481,579,902,1371,1526,1790,1695,1464,1734,1214,96,835,5,59,49,37,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.087821897783,40.28274804389385,2021-11-08,164,412,502,626,865,1188,1322,1510,1427,1856,1545,1122,96,765,2,64,52,41,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08755240319775,40.28292770695067,2021-11-08,164,403,589,565,959,1460,1541,1770,1862,1856,1642,1069,96,765,7,57,59,41,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06823862458918,40.287688777956504,2021-11-08,23,162,396,266,859,1684,1933,1954,2032,2125,1489,877,96,800,4,28,41,15,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06599283637888,40.28876675629745,2021-11-08,91,277,463,416,819,1348,1536,1744,1643,1743,1486,948,96,729,4,43,48,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0661724994357,40.288946419354275,2021-11-08,91,263,485,479,826,1346,1349,1926,1625,1743,1478,931,96,683,4,48,50,28,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.290563386865685,2021-11-08,122,294,634,509,1106,1836,2047,2714,2347,2181,1830,1192,96,859,4,50,64,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0706640758563,40.290832881450925,2021-11-08,122,280,472,557,801,1429,1625,1420,1651,2181,1668,1185,96,726,5,57,49,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05763850423656,40.29101254450775,2021-11-08,144,384,535,717,963,1297,1421,1504,1700,1859,1835,1261,96,510,5,73,55,40,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07174205419724,40.29110237603616,2021-11-08,318,390,554,657,1079,1648,1745,1848,2009,2252,1880,1256,96,719,4,67,57,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0706640758563,40.29119220756457,2021-11-08,147,301,485,480,836,1376,1499,1868,1701,2054,1486,981,96,726,4,50,51,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05826732493546,40.29119220756457,2021-11-08,174,348,552,617,1016,1496,1569,1776,1894,2049,2030,1338,96,589,5,63,57,37,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.05709951506608,40.291282039092984,2021-11-08,98,381,610,705,1010,1478,1733,2078,1859,1945,1875,1269,96,555,5,71,62,39,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0698555921006,40.2913718706214,2021-11-08,150,269,479,449,832,1446,1577,1782,1785,2183,1491,943,96,655,4,47,50,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0708437389131,40.2913718706214,2021-11-08,237,318,450,509,848,1282,1400,1694,1687,2069,1525,1017,96,765,7,52,46,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0579079988218,40.2913718706214,2021-11-08,159,383,604,624,1086,1803,2060,2164,2264,2586,2143,1375,96,713,4,65,62,38,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0721013803109,40.291551533678216,2021-11-08,272,293,518,577,1047,1646,1873,2142,2039,1991,1802,1170,96,636,4,58,52,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.069945423629,40.291551533678216,2021-11-08,131,239,491,443,922,1521,1710,1996,2015,2208,1501,907,96,686,4,46,50,24,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05674018895246,40.291551533678216,2021-11-08,119,341,561,678,1074,1871,2120,1694,2291,2692,2101,1368,96,845,4,70,57,35,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.29164136520663,2021-11-08,133,270,510,416,975,1946,2151,2426,2368,2107,1449,873,96,796,4,43,52,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07093357044153,40.29173119673504,2021-11-08,188,276,537,446,1057,2017,2240,2364,2447,2076,1444,862,96,796,4,46,55,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07012508668583,40.29191085979187,2021-11-08,133,282,478,469,867,1450,1672,1748,1868,2107,1497,966,96,754,4,47,48,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0706640758563,40.29209052284869,2021-11-08,183,355,573,714,990,1411,1547,1766,1823,1873,1694,1119,96,630,5,73,59,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07353868476548,40.292270185905515,2021-11-08,406,447,673,815,967,1215,1397,1470,1535,2069,1558,1120,96,765,10,84,69,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05674018895246,40.29244984896234,2021-11-08,125,333,627,592,1146,1807,2036,2178,2302,2139,1956,1191,96,781,4,61,64,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07326919018024,40.29262951201916,2021-11-08,382,431,573,748,969,1227,1460,1462,1465,2178,1507,1120,96,765,10,77,59,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05880631410594,40.29253968049075,2021-11-08,109,319,628,440,1102,2120,2318,2828,2565,2366,1738,1005,96,684,4,45,64,33,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0572791781229,40.292719343547574,2021-11-08,125,329,475,655,953,1191,1428,1506,1557,2139,1760,1246,96,540,5,67,48,33,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07326919018024,40.2928990066044,2021-11-08,382,400,675,706,1034,1541,1533,1910,1919,2178,1627,1128,96,765,10,72,69,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07255053795296,40.2928990066044,2021-11-08,309,269,425,518,774,1171,1248,1388,1439,2139,1333,928,96,765,7,53,44,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29325833271805,2021-11-08,301,240,432,434,756,1230,1293,1404,1496,2190,1404,968,96,730,7,45,44,24,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07317935865183,40.29334816424646,2021-11-08,365,370,620,579,970,1473,1634,1768,1800,2230,1440,982,96,765,10,58,62,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721013803109,40.29343799577487,2021-11-08,219,304,536,470,872,1606,1755,2170,1926,1875,1458,945,96,656,4,49,56,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.29361765883169,2021-11-08,365,317,520,565,896,1359,1521,1506,1674,2230,1417,991,96,765,10,58,53,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07201154878248,40.29379732188852,2021-11-08,233,222,490,420,839,1437,1615,1766,1794,2031,1428,890,96,685,4,43,50,23,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05665035742405,40.293707490360106,2021-11-08,123,350,651,515,1112,1872,2116,2928,2512,2289,2004,1172,96,769,4,52,66,36,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07273020100976,40.29388715341693,2021-11-08,295,281,563,541,888,1291,1418,1782,1607,2258,1428,1026,96,765,7,55,58,30,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07129289655518,40.29406681647375,2021-11-08,225,308,487,527,827,1210,1339,1584,1504,1908,1450,1009,96,642,7,53,50,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07183188572566,40.294156648002165,2021-11-08,233,289,511,554,941,1428,1517,1628,1711,2031,1410,948,96,711,7,56,52,28,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07264036948138,40.29424647953058,2021-11-08,303,307,539,504,925,1411,1564,1662,1740,2250,1494,1016,96,765,7,52,55,33,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07120306502676,40.294426142587405,2021-11-08,223,265,470,448,880,1490,1645,1762,1817,1980,1459,977,96,719,4,47,49,26,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07183188572566,40.29451597411581,2021-11-08,271,545,801,1012,1434,1778,1960,2214,2293,2272,1810,1244,96,765,7,102,82,55,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07228104336772,40.294605805644224,2021-11-08,303,416,629,602,1133,2080,2226,2014,2437,2250,1664,1053,96,761,4,63,65,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08701341402727,40.29469563717264,2021-11-08,173,446,550,705,916,1094,1248,1346,1414,1829,1454,1045,95,765,2,72,56,47,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07255053795296,40.29469563717264,2021-11-08,303,419,597,633,1014,1689,1820,1866,2025,2250,1663,1136,96,761,4,65,61,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07282003253817,40.29469563717264,2021-11-08,303,438,609,594,1002,1558,1745,1980,1940,2250,1624,1119,96,765,4,61,62,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0736285162939,40.294875300229464,2021-11-08,311,470,750,600,1097,1885,1907,2476,2064,2018,1435,903,96,765,10,61,77,48,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07156239114042,40.29478546870105,2021-11-08,307,322,479,477,868,1615,1867,1746,1948,2078,1453,927,96,603,4,50,50,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07326919018024,40.294875300229464,2021-11-08,312,448,654,614,939,1573,1592,2078,1794,2169,1495,993,96,765,10,63,67,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0585368195207,40.294875300229464,2021-11-08,118,315,501,506,872,1252,1479,1766,1609,1875,1810,1245,96,629,5,52,51,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07255053795296,40.29505496328628,2021-11-08,324,397,612,491,1022,1832,2152,2144,2171,2267,1621,1051,96,739,4,50,63,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29505496328628,2021-11-08,324,365,614,505,1059,1894,2048,2130,2228,2267,1613,1007,96,732,4,52,63,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07165222266883,40.29523462634311,2021-11-08,307,347,597,517,935,1562,1793,2120,1870,2078,1511,1032,96,587,4,52,60,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0766827882599,40.295414289399936,2021-11-08,144,485,563,623,872,1162,1233,1374,1336,1726,1424,1010,96,765,2,64,58,50,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721912118393,40.29568378398517,2021-11-08,338,363,520,560,902,1407,1618,1664,1787,2098,1487,1002,96,607,4,57,53,37,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0586266510491,40.29577361551358,2021-11-08,120,269,517,430,901,1438,1561,1882,1791,1826,1741,1149,96,723,4,44,53,29,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0766827882599,40.29595327857041,2021-11-08,121,422,540,590,811,1005,1054,1444,1198,1687,1319,897,96,765,2,60,55,42,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07228104336772,40.296043110098815,2021-11-08,410,380,586,503,909,1554,1825,2100,1899,2182,1531,998,96,659,4,51,59,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05772833576498,40.295863447041995,2021-11-08,118,313,525,468,964,1528,1719,1882,1936,1840,1796,1183,96,708,4,48,54,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.05745884117974,40.29595327857041,2021-11-08,118,325,477,600,924,1281,1458,1860,1715,1840,1779,1161,96,633,5,61,49,34,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0767726197883,40.29622277315564,2021-11-08,121,369,505,507,825,1200,1291,1472,1346,1687,1529,1054,96,765,7,52,52,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07111323349835,40.29622277315564,2021-11-08,314,357,616,573,1108,1694,1886,1958,2022,2201,1657,1109,96,765,4,58,63,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.29622277315564,2021-11-08,316,446,625,673,1026,1496,1692,1784,1816,2252,1714,1199,96,765,7,69,64,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07237087489614,40.29640243621247,2021-11-08,495,435,586,641,1093,1577,1641,1650,1919,2426,1797,1261,96,765,10,66,60,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0593453032764,40.29694142538294,2021-11-08,134,357,556,747,1057,1556,1728,2056,2050,2001,2089,1309,96,719,5,74,56,39,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.05898597716273,40.29694142538294,2021-11-08,134,390,618,658,1058,1530,1758,2214,2108,2001,2019,1237,96,761,4,66,62,42,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07156239114042,40.297031256911346,2021-11-08,375,425,613,617,1023,1569,1704,2042,1980,2321,1557,1061,96,765,10,63,63,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07641329367468,40.297390583025,2021-11-08,202,323,518,412,868,1587,1678,1928,1948,1957,1385,853,96,714,4,42,53,34,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07192171725407,40.297480414553405,2021-11-08,360,501,656,684,1068,1617,1856,2164,1974,2245,1513,1029,96,765,10,71,67,50,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0585368195207,40.297390583025,2021-11-08,128,337,557,554,972,1507,1648,2102,1968,1960,1657,1024,96,765,4,57,57,35,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07542514686213,40.29766007761023,2021-11-08,410,486,587,556,953,1671,1776,1912,1951,2234,1436,902,96,765,10,56,59,50,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0721013803109,40.29766007761023,2021-11-08,360,484,692,668,1168,1773,1989,2192,2152,2245,1642,1076,96,765,10,69,72,50,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05880631410594,40.29757024608182,2021-11-08,159,386,597,566,1017,1575,1633,2278,2054,2100,1748,1084,96,765,4,59,62,40,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07228104336772,40.29783974066706,2021-11-08,413,446,744,577,1176,1925,2062,2388,2283,2382,1586,1016,96,765,10,60,76,44,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07012508668583,40.298199066780704,2021-11-08,302,376,530,558,897,1265,1451,1528,1567,2035,1399,965,96,765,10,56,54,40,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0765031252031,40.29828889830912,2021-11-08,207,343,550,456,808,1551,1843,2182,1820,1977,1174,733,96,765,10,47,56,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0729098640666,40.29837872983753,2021-11-08,360,547,736,790,997,1521,1594,2092,1819,2267,1511,958,96,765,10,81,75,55,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07012508668583,40.29846856136594,2021-11-08,302,427,581,595,915,1309,1421,1630,1644,2035,1439,980,96,765,10,61,60,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07326919018024,40.29855839289435,2021-11-08,376,512,645,647,996,1478,1575,2098,1821,2225,1489,915,96,765,10,65,65,55,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06868778223125,40.29855839289435,2021-11-08,400,404,579,601,1014,1536,1593,1638,1853,2198,1566,1080,96,765,7,61,59,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07614379908944,40.29882788747959,2021-11-08,319,539,642,660,977,1560,1646,1894,1863,2077,1393,893,96,765,10,68,66,54,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07003525515742,40.29882788747959,2021-11-08,335,427,605,533,967,1523,1603,1866,1776,2083,1492,974,96,765,10,55,62,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06931660293012,40.29909738206482,2021-11-08,449,440,667,641,1070,1509,1625,1848,1783,2273,1653,1151,96,765,10,66,68,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.29927704512165,2021-11-08,396,396,590,571,909,1322,1510,1588,1700,2214,1467,1006,96,765,10,59,60,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06940643445853,40.29927704512165,2021-11-08,449,558,676,780,1095,1489,1624,1758,1797,2273,1745,1239,96,765,10,79,68,57,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07982689175432,40.29954653970688,2021-11-08,292,485,574,681,868,1151,1441,1534,1421,1886,1401,992,96,765,2,71,60,48,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07713194590195,40.29954653970688,2021-11-08,231,450,561,531,933,1505,1691,1948,1852,1921,1532,982,96,765,4,54,57,44,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07003525515742,40.29945670817847,2021-11-08,396,509,635,708,1019,1356,1488,1570,1632,2214,1683,1201,96,765,10,72,65,51,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06976576057218,40.29972620276371,2021-11-08,557,597,756,840,1162,1540,1736,1942,1814,2460,1733,1246,96,765,10,86,77,60,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.300624518047826,2021-11-08,481,569,688,719,1028,1464,1628,2012,1815,2506,1552,1092,96,765,10,75,70,57,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0759641360326,40.300624518047826,2021-11-08,258,444,653,455,955,1892,2027,2358,2249,2225,1575,950,96,765,10,47,67,45,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0704844127995,40.30080418110465,2021-11-08,444,561,678,713,1026,1476,1760,1768,1840,2403,1589,1099,96,765,10,74,70,57,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0706640758563,40.30098384416147,2021-11-08,467,484,686,669,1015,1516,1621,1876,1850,2357,1552,1092,96,765,10,68,70,49,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0708437389131,40.301343170275125,2021-11-08,472,554,717,689,1047,1514,1628,1798,1773,2407,1648,1111,96,765,10,71,73,57,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07542514686213,40.301522833331944,2021-11-08,360,541,753,701,996,1523,1538,1910,1917,2087,1743,1231,96,765,10,72,77,55,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07578447297578,40.30170249638877,2021-11-08,301,536,655,677,1020,1566,1581,1704,1863,2417,1732,1160,96,765,10,69,67,54,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07093357044153,40.30170249638877,2021-11-08,472,602,735,753,1125,1533,1687,1976,1914,2407,1737,1171,96,765,10,77,75,61,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.03562977977563,40.319399307485924,2021-11-08,270,404,645,700,881,1483,1618,1966,1923,2090,1857,1261,96,734,4,72,66,42,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.03509079060518,40.31975863359957,2021-11-08,270,293,453,461,798,1325,1571,1668,1707,2090,1671,1107,96,649,4,47,47,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08845071848188,40.33188588993519,2021-11-08,160,331,424,526,741,999,1152,1198,1272,1907,1457,1049,90,765,7,54,44,34,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08827105542505,40.3319757214636,2021-11-08,160,340,462,518,741,1008,1066,1412,1218,1907,1475,1116,90,765,7,54,47,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08809139236823,40.33215538452042,2021-11-08,121,370,489,637,926,1504,1608,1426,1730,2366,1786,1164,90,765,5,64,49,38,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.087821897783,40.33224521604883,2021-11-08,103,309,473,566,999,1535,1775,2050,1991,1929,1987,1291,90,765,4,58,49,32,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0909660012774,40.333233362861364,2021-11-08,286,800,1036,1378,1525,1679,1765,1990,1954,1933,2316,1667,88,867,5,141,105,81,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09114566433422,40.33332319438978,2021-11-08,286,729,959,1246,1525,1679,1765,1968,1954,1933,2316,1667,88,867,5,127,98,76,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09123549586263,40.333502857446604,2021-11-08,286,865,1108,1490,1672,1782,1927,2136,2106,1933,2366,1683,88,923,5,152,113,89,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.09132532739105,40.33368252050342,2021-11-08,286,744,962,1260,1378,1588,1738,1996,1928,1933,1973,1422,88,825,5,128,98,78,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0708437389131,40.27313607035377,2021-11-08,102,324,475,571,863,1108,1263,1416,1367,1580,1404,986,96,765,2,59,50,33,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0247601648378,40.273405564939004,2021-11-08,127,336,444,642,917,1405,1505,1562,1665,2073,1797,1244,96,765,5,66,46,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.02440083872415,40.273405564939004,2021-11-08,134,325,477,645,967,1289,1569,1576,1793,1755,1841,1338,96,726,5,66,50,35,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.02395168108208,40.273675059524244,2021-11-08,134,442,532,749,988,1296,1400,1632,1702,1755,1864,1369,96,699,5,78,55,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0323958447528,40.27376489105265,2021-11-08,427,615,593,697,932,1281,1445,1506,1668,2389,1680,1205,96,765,7,71,62,63,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.0246703333094,40.27376489105265,2021-11-08,127,368,521,677,990,1418,1631,1590,1905,2073,1704,1209,96,721,5,70,53,39,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07991672328274,40.27870562511531,2021-11-08,177,298,574,469,1019,1745,1902,2146,2124,1854,1444,902,96,862,4,48,59,31,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06581317332206,40.283017538479086,2021-11-08,64,306,390,486,972,1176,1457,1190,1568,1405,1290,920,96,765,7,50,40,31,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08611509874316,40.283646359177965,2021-11-08,269,424,573,508,935,1663,1834,1926,2012,2061,1561,1043,96,708,4,52,59,43,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.08539644651586,40.28418534834844,2021-11-08,277,457,529,573,923,1312,1367,1554,1569,1921,1451,996,96,765,7,59,54,46,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.05683002048087,40.285802315859854,2021-11-08,213,346,515,595,960,1448,1716,1652,1747,1890,1904,1299,96,607,5,61,53,36,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06949626598694,40.28634130503033,2021-11-08,1,247,501,360,780,1447,1571,2442,1879,1699,1306,748,96,1036,4,37,51,25,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07003525515742,40.28661079961556,2021-11-08,3,187,405,300,808,1663,1971,1580,1982,2415,1243,745,96,896,4,32,42,16,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06868778223125,40.28652096808715,2021-11-08,45,221,514,342,922,1828,1957,2286,2295,1881,1508,925,96,1005,4,36,53,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06967592904377,40.28670063114397,2021-11-08,3,203,491,326,993,2132,2368,2576,2559,2415,1503,832,96,997,4,34,50,21,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06940643445853,40.286790462672386,2021-11-08,4,223,470,367,924,1723,1798,2220,2186,2436,1479,887,96,845,4,39,49,22,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.0692267714017,40.28697012572921,2021-11-08,4,226,447,384,886,1773,1952,2088,2243,2436,1461,840,96,845,4,39,45,23,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06850811917442,40.28714978878603,2021-11-08,9,244,460,342,829,1547,1707,2002,1943,2170,1391,823,96,733,4,35,47,24,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.07030474974266,40.287239620314445,2021-11-08,1,201,385,408,819,1342,1490,1678,1761,1656,1437,893,96,765,4,41,40,19,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06967592904377,40.287239620314445,2021-11-08,16,281,657,514,1281,2187,2417,3030,2841,2453,1497,849,96,857,4,53,67,29,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.07003525515742,40.28732945184286,2021-11-08,16,209,424,384,1259,2398,2667,2052,2815,2453,1493,880,96,942,4,41,44,19,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06734030930505,40.28759894642809,2021-11-08,53,294,392,583,831,991,1239,1422,1466,2107,1543,1085,96,765,7,60,40,30,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06958609751536,40.287688777956504,2021-11-08,1,296,504,558,1174,1977,2261,1832,2418,1735,1325,831,96,942,4,58,52,32,1,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06743014083347,40.28777860948492,2021-11-08,71,263,372,542,768,964,1095,1372,1356,1857,1567,1126,96,765,5,57,38,26,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06886744528805,40.287958272541744,2021-11-08,8,198,348,321,707,1271,1439,1412,1598,2117,1311,821,96,779,4,33,36,21,0,0,0,0,2048
1,20211108T012849_20211108T013450_T54TVK,140.06751997236188,40.287958272541744,2021-11-08,71,314,486,511,791,1203,1436,1848,1519,1857,1553,1075,96,750,7,52,50,32,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06662165707777,40.287958272541744,2021-11-08,48,237,391,403,767,1241,1400,1658,1670,1932,1472,958,96,785,4,41,40,26,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.06662165707777,40.288227767126976,2021-11-08,36,241,480,379,879,1757,1869,2602,2116,1934,1515,908,96,922,4,39,49,25,0,0,0,0,0
1,20211108T012849_20211108T013450_T54TVK,140.08934903376598,40.288497261712216,2021-11-08,81,422,568,683,921,1119,1209,1548,1442,1740,1788,1294,91,765,7,70,59,43,0,0,0,0,2048
